213;8;Поезд;Train
214;8;Железнодорожный переезд;Train crossing
215;8;Фургон;Van
216;8;Скутер, самокат;Scooter
217;8;Велосипед;Bicycle
218;9;Мама;Mother
219;9;Папа;Father
220;9;Родители;Parents
221;9;Сын;Son
222;9;Дочь;Daughter
223;9;Дети;Children
224;9;Сестра;Sister
225;9;Брат;Brother
226;9;Бабушка;Grandmother
227;9;Дедушка;Grandfather
228;9;Дедушка и бабушка;Grandparents
229;9;Прабабушка;Great-grandmother
230;9;Прадедушка;Great-grandfather
231;9;Внук;Grandson
232;9;Внучка;Granddaughter
233;9;Тётя;Aunt
234;9;Дядя;Uncle
235;9;Племянница;Niece
236;9;Племянник;Nephew
237;9;Отчим;Stepfather
